FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,activite_statut,activite_categorie,toilette_type,geometry
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1415,Savanes,Tône,Tône 1,Pana,Ganlore,Ferme Ganlore,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2004,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.3209652671406585 10.741015910820897, 0.3211273720120561 10.741003713815944, 0.3211291367669338 10.741225163635418, 0.3209647859580417 10.741218779283976, 0.3209652671406585 10.741015910820897))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1414,Savanes,Tandjoaré,Tandjoaré 2,Lokpano,Lokpano-centre,Assibi,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Vendredi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.1096124059946241 10.611343801188664, 0.1097081103393652 10.611122520268989, 0.1098568815638307 10.611195633850333, 0.109765038103829 10.611408259982458, 0.1096124059946241 10.611343801188664))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1413,Savanes,Tône,Tône 1,Poissongui,Djakpaga,Djakpaga,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2001,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.2316573751773595 11.062201409487999, 0.2318429995721439 11.062201409487999, 0.2318462110668634 11.062351436243931, 0.2316400331058745 11.062367195352493, 0.2316573751773595 11.062201409487999))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1412,Savanes,Tandjoaré,Tandjoaré 2,Lokpano,Bore,Yendouname,Nsp,"{Mardi,Lundi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.132325633400605 10.654684681586538, 0.1323162954788494 10.654469023660864, 0.1324661691230273 10.654459387877642, 0.1324888730908499 10.654663682844618, 0.132325633400605 10.654684681586538))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1411,Savanes,Tône,Tône 1,Poissongui,Bola,Bola,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.2118733333333333 11.036662291254615, 0.2119273732963545 11.036477252221655, 0.2118303469991119 11.036448923760066, 0.2117726224931573 11.036637579208097, 0.2118733333333333 11.036662291254615))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1410,Savanes,Tône,Tône 1,Poissongui,Poissongui Centre,Poissongui,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Dimanche,Samedi}",2019,{autre},{Elevage traditionnel},{autre},"POLYGON ((0.227818459709313 11.03870586528347, 0.228033139862671 11.03870586528347, 0.2280078833740406 11.038533718048443, 0.2277932032206826 11.038533718048443, 0.227818459709313 11.03870586528347))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-140f,Savanes,Tône,Tône 1,Poissongui,Poissongui_centre,Poissongui,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2014,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.2269539769092975 11.038461623730068, 0.226681895217208 11.038474811279148, 0.2267154855495648 11.03822424774537, 0.2269976443413614 11.038237435305108, 0.2269539769092975 11.038461623730068))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-140e,Savanes,Tône,Tône 1,Poissongui,Djakpaga,Djakpaga,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2001,{Ferme},{Elevage traditionnel},{Latrines seches},"POLYGON ((0.2177954984016557 11.064358703274847, 0.2179657442926168 11.064148411092276, 0.2183165095334764 11.06439327183836, 0.2181183785396854 11.064759122218883, 0.2179862912104915 11.064741837959218, 0.2177954984016557 11.064358703274847))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-140d,Savanes,Tône,Tône 1,Poissongui,Djakpaga,Djakpaga,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((0.2373133333333333 11.059696666666666, 0.23706 11.059679999999998, 0.237085 11.059565000000001, 0.23735 11.059516666666665, 0.2373133333333333 11.059696666666666))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-140c,Savanes,Tône,Tône 1,Poissongui,Djakpaga,Djakpaga,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((0.225312207496105 11.039306798171463, 0.225310792512963 11.039678302034519, 0.2258046216295502 11.039684551628193, 0.2258322138008208 11.039383876581692, 0.2254869579141524 11.039279716563074, 0.225312207496105 11.039306798171463))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-140b,Savanes,Tône,Tône 1,Poissongui,Djakpaga,Djakpaga,Nsp,"{Lundi,Mardi,jeudi,Mercredi,Vendredi,Samedi,Dimanche}",2014,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((0.2285766666666667 11.050678333333334, 0.2287933333333334 11.050579999999998, 0.2288466666666667 11.050516666666665, 0.2287066666666667 11.050253333333334, 0.22859 11.050288333333333, 0.2285783333333334 11.050288333333333, 0.22844 11.050331666666667, 0.2285766666666667 11.050678333333334))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-140a,Savanes,Tône,Tône 1,Poissongui,Djakpaka,Djakpaga,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2004,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((0.22708 11.055308333333334, 0.2270083333333333 11.05507, 0.2273416666666667 11.055086666666666, 0.2273466666666667 11.055289999999998, 0.22708 11.055308333333334))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1409,Savanes,Tône,Tône 1,Kourientre,Kourientré Centre,Pamane,Kourientré centre,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1991,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.2337458091841479 11.011085204936807, 0.2339616407783483 11.011486698152632, 0.2335465800202706 11.011628924400354, 0.2333639532867164 11.011171133420184, 0.2337458091841479 11.011079278833577, 0.2337458091841479 11.011079278833577, 0.2337458091841479 11.011085204936807))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1408,Savanes,Tône,Tône 1,Kourientre,Yadja-koane,Yendoupabe,Yadja-koane,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1998,{Inacheve},{Elevage traditionnel},{autre},"POLYGON ((0.2401701149862994 11.017126688373539, 0.2401680867878284 11.016891373475657, 0.2403510302899096 11.016889780819195, 0.2403445400548025 11.017125095718347, 0.2401701149862994 11.017126688373539))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1407,Savanes,Tône,Tône 1,Dapaong,Koboto,Ferme Lalle,Néant,"{Lundi,Mercredi,Mardi,jeudi,Vendredi,Samedi,Dimanche}",2018,"{En construction,Construit et Utilise}",{Elevage traditionnel},{autre},"POLYGON ((0.207418783636914 10.92788061620306, 0.2075668346143128 10.927873066708631, 0.2075895444127025 10.928058956412846, 0.2074529782408955 10.928076785226189, 0.207418783636914 10.92788061620306))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1406,Savanes,Tône,Tône 1,Dapaong,Nagnong,Djakoudi,90001589,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,"{Construit et Utilise,En construction,Ferme}",{Elevage traditionnel},{autre},"POLYGON ((0.183515 10.820618333333334, 0.1835166666666667 10.820860000000001, 0.1832833333333333 10.820865, 0.1832683333333333 10.820643333333331, 0.183515 10.820618333333334))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1405,Savanes,Tône,Tône 1,Dapaong,Nakpagli,Ferme Agricole De Nakpagli,90976405dap/nakpagli,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,{Ferme},{Elevage traditionnel},{autre},"POLYGON ((0.164385429313188 10.786547586215105, 0.1643643851499535 10.78618749719976, 0.1638195751462156 10.786325453380964, 0.1638195751462156 10.786325453380964, 0.1621898216157207 10.78640495355318, 0.1624329986130973 10.786673851194509, 0.1624213074113003 10.786973145960511, 0.1629707938957569 10.786935734114762, 0.163522618620573 10.786844542740745, 0.1643994587553442 10.786701910078826, 0.164385429313188 10.786547586215105))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1404,Savanes,Tône,Tône 1,Dapaong,Nanoum,Ferme D'élevage De Nanoum,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1950,{Ferme},{Elevage traditionnel},"{WCs,Douches}","POLYGON ((0.1717102664803948 10.969222280329621, 0.1726306400898041 10.969487955185945, 0.1727350123547887 10.970313444918096, 0.1708468231973408 10.970939678508003, 0.170543194790113 10.971376144343392, 0.1698979844247539 10.971281260466133, 0.1706475670550975 10.969914932633607, 0.1717102664803948 10.969222280329621))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1403,Savanes,Tône,Tône 1,Dapaong,Nanoume,Centre De Développement Intégral De L'homme,Leolengue@gmail.com,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1997,{Ferme},{Elevage traditionnel},"{WCs,Latrines seches,Douches}","POLYGON ((0.1685381556973908 10.979111393642834, 0.1696572627347893 10.979137919766375, 0.1696606403214213 10.978746659202594, 0.1685831901858173 10.978625080955748, 0.1685381556973908 10.979111393642834))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1402,Savanes,Tône,Tône 1,Dapaong,Sibortoti,Yandjoua,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.1873408678886187 10.905509666933131, 0.1873502711314813 10.905239435232026, 0.1871139362942004 10.905236357420806, 0.1871089212313403 10.905502280192863, 0.1873408678886187 10.905509666933131))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1401,Savanes,Tône,Tône 1,Dapaong,Karnaval,Abat Toir De Dapaong,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Construit et Utilise},{autre},{autre},"POLYGON ((0.2157067351094984 10.874865512861998, 0.2158543039915657 10.87494600497949, 0.2159022159662629 10.874877650562254, 0.2157514529525491 10.87479268666046, 0.2157073739358277 10.874865512861998, 0.2157067351094984 10.874865512861998))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1400,Savanes,Tône,Tône 1,Toaga,Toaga,Ferme Agro-pastorale De Baco,Néant,"{Lundi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2009,"{En construction,Construit et Utilise}","{Elevage traditionnel,elevage industriel}","{WCs,Douches}","POLYGON ((0.243397774891185 10.886119203099074, 0.2434293058217506 10.885144451681128, 0.2427970631493597 10.883790926802602, 0.2424071155076387 10.88378104857984, 0.2422519039464255 10.88383382171917, 0.2420983910051748 10.88405230207529, 0.2427000986016189 10.885220742821817, 0.2426727005821035 10.885395747761887, 0.2430084103063178 10.886045602422866, 0.243397774891185 10.886119203099074))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13ff,Savanes,Tône,Tône 1,Toaga,Ossaongue,Ferme Agro-pastorale De Douti,Néant,"{Lundi,Mardi,Mercredi,Vendredi,Samedi}",2003,"{Construit et Utilise,Ferme}",{Elevage traditionnel},{autre},"POLYGON ((0.2519209150935379 10.902445085398611, 0.2517621426388215 10.90327294104936, 0.2514005009735123 10.903146423760557, 0.2510181831343389 10.902468880841115, 0.2510618913681425 10.90228401257397, 0.2519209150935379 10.902445085398611))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13fe,Savanes,Tône,Tône 1,Toaga,Toaga-centre,Aspad Won-manou,Néant,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",1996,"{En construction,Construit et Utilise,Inacheve}",{Elevage traditionnel},{WCs},"POLYGON ((0.2541441318374853 10.881120624856257, 0.2541138145873836 10.881030363486893, 0.2539865064581912 10.881067114616405, 0.2540074152101363 10.881138346512923, 0.2540074152101363 10.881138346512923, 0.2540074152101363 10.881138346512923, 0.2541441318374853 10.881120624856257))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13fd,Savanes,Tône,Tône 1,Toaga,Toaga Centre,Centre D'elevage Ossongue,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2005,{Ferme},{Elevage traditionnel},"{Latrines seches,Douches}","POLYGON ((0.2517315377180047 10.904401070372451, 0.2511945396511927 10.904482193765839, 0.2499553133431653 10.904267796178129, 0.2498845004112779 10.904487988293093, 0.2488931193648559 10.904285179772083, 0.2494226822646139 10.901989831039806, 0.2496560348836427 10.901441182818166, 0.2501884732538212 10.900837668605684, 0.2520158543267795 10.901454092199709, 0.2517315377180047 10.904401070372451))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13fc,Savanes,Tône,Tône 1,Toaga,Toaga,Ferme Baco,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2001,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.2427952012590578 10.88378943776506, 0.2431118438481617 10.884441080639261, 0.2431118438481617 10.884441080639261, 0.2428097261484662 10.884578826105011, 0.2428097261484662 10.884578826105011, 0.2425839678673752 10.884948863904793, 0.2424428689416932 10.884611428572791, 0.2421080934841877 10.883990994121987, 0.2423030087308972 10.883797458276652, 0.2424481123034477 10.88375492290918, 0.2427952012590578 10.88378943776506))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13fb,Savanes,Tône,Tône 1,Bidjenga,Tambinga,Tambinga,Tél: 99711440,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2013,{Inacheve},{elevage industriel},{autre},"POLYGON ((0.31526 10.68928, 0.31526 10.68928, 0.315145 10.689255, 0.3151316666666667 10.689473333333334, 0.3152583333333334 10.689490000000001, 0.31526 10.68928))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13fa,Savanes,Tône,Tône 1,Bidjenga,Tambinga,Douti,Douti tel:93817766,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2011,{Inacheve},{Elevage traditionnel},{autre},"POLYGON ((0.31913 10.685738333333331, 0.31913 10.685738333333331, 0.31913 10.685738333333331, 0.31913 10.685738333333331, 0.318975 10.685733333333333, 0.318975 10.685733333333333, 0.318975 10.685733333333333, 0.318975 10.685733333333333, 0.318975 10.685733333333333, 0.3188983333333333 10.685701666666667, 0.3189233333333333 10.685876666666665, 0.3191066666666666 10.685898333333334, 0.31913 10.685738333333331))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13f9,Savanes,Tône,Tône 1,Bidjenga,Tambinga,Dakalfam,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2001,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.314935 10.68536, 0.3151383333333334 10.68533333333333, 0.3151283333333333 10.685156666666668, 0.3150166666666667 10.685183333333335, 0.3149416666666667 10.685125000000001, 0.314885 10.68513, 0.314935 10.68536))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13f8,Savanes,Tône,Tône 1,Bidjenga,Tambinga,Kombate,Ferme kombate,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1999,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.31702 10.684581666666668, 0.31703 10.684363333333332, 0.3168683333333334 10.684388333333334, 0.3168633333333333 10.684581666666668, 0.31702 10.684581666666668))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13f7,Savanes,Tône,Tône 2,Nanergou,Namoudougba,Ferm Avicole,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,{Ferme},{elevage industriel},{autre},"POLYGON ((0.1429633333333333 10.947793333333333, 0.14271 10.947875, 0.1426833333333333 10.947831666666666, 0.1426833333333333 10.947783333333332, 0.1423966666666666 10.947803333333331, 0.14242 10.947511666666665, 0.1427616666666666 10.947486666666668, 0.1429783333333333 10.947496666666666, 0.143075 10.947488333333334, 0.1431433333333333 10.947515, 0.1429633333333333 10.947793333333333))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13f6,Savanes,Tône,Tône 2,Nanergou,Begou Nague,Mani,Begou nague,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.1396816666666667 10.92817, 0.1394304643588702 10.928079079381234, 0.1394304643588702 10.928079079381234, 0.1395242465537809 10.927885050355377, 0.1397654007692656 10.928008045040729, 0.1396816666666667 10.92817))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13f5,Savanes,Tône,Tône 2,Nanergou,Mordjoake,Ferme Yendounou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2000,{Inacheve},{elevage industriel},"{Latrines seches,Douches}","POLYGON ((0.142965 10.90872, 0.14292 10.908728333333332, 0.1429583333333334 10.908571666666667, 0.14309 10.908576666666667, 0.143085 10.908673333333335, 0.142965 10.90872))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13f4,Savanes,Tône,Tône 2,Nanergou,Naboulbiong,Lamkpate,Naboulbiong,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2009,"{Construit et Utilise,Inacheve}",{Elevage traditionnel},{autre},"POLYGON ((0.1377144029173831 10.938110570574406, 0.1377141729306439 10.93822505546441, 0.1378889628524114 10.93823995881962, 0.1378728637806696 10.938161151675242, 0.1377144029173831 10.938110570574406))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13f3,Savanes,Tône,Tône 2,Nanergou,Naboulpiong,Ferme Yendouboame,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Inacheve},{Elevage traditionnel},{autre},"POLYGON ((0.1361444914021787 10.941427909929342, 0.1364455961955972 10.941446914793467, 0.1364455961955972 10.941446914793467, 0.1364364555143684 10.941908838199433, 0.1361439537150476 10.941845488746358, 0.1361444914021787 10.941427909929342))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13f2,Savanes,Tône,Tône 4,Korbongou,Djamongbongbongue,Oudane-bigue,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2014,{Construit et Utilise},{autre},"{Douches,Latrines seches}","POLYGON ((0.3143950547379282 10.926137341976293, 0.3141450683317846 10.92533224933824, 0.3143483906087812 10.924730064799332, 0.3148450302689867 10.924478063298192, 0.3153183378646186 10.92408206050703, 0.3155049943812059 10.923938059361088, 0.3165182726141081 10.92369914821488, 0.3165982682640741 10.923754785074324, 0.3162849519683742 10.925220976200242, 0.3152816731917177 10.925662795766884, 0.3143983878900101 10.926130796516503, 0.3143950547379282 10.926137341976293))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13f1,Savanes,Tône,Tône 4,Korbongou,Gnassong,Oudan-bigue,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2014,{Ferme},{elevage industriel},{Latrines seches},"POLYGON ((0.30883 10.914776666666667, 0.3090666666666667 10.914634999999999, 0.3087016666666666 10.914341666666667, 0.3085383333333333 10.914615, 0.308605 10.914719999999999, 0.308315 10.914776666666667, 0.308335 10.914893333333335, 0.30883 10.914776666666667))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13f0,Savanes,Tône,Tône 4,Korbongou,Tidonte,Ferme D'élevage Djorgam,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2013,{Inacheve},{Elevage traditionnel},{autre},"POLYGON ((0.3093822710459855 10.991615759776073, 0.3093015858905333 10.991621285705833, 0.3093041659391089 10.991718219706785, 0.3093806291968922 10.991712233284849, 0.3093822710459855 10.991615759776073))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-13ef,Savanes,Tône,Tône 4,Korbongou,Tidonte,Ferme D'élevage Tidonte,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2012,{Inacheve},{Elevage traditionnel},{autre},"POLYGON ((0.3157681523185601 10.994365142801165, 0.3158398350224113 10.99427362918121, 0.3158974040332764 10.9943181099084, 0.3158201501348253 10.994403060786768, 0.3157681523185601 10.994365142801165))"
